"rgb","r","g","b","colorname","RGB"
"50 - 80 - 100","50","80","100","navy gray","[50, 80, 100]"
"10 - 90 - 210","10","90","210","deep blue","[10, 90, 210]"
"190 - 220 - 210","190","220","210","pale blue","[190, 220, 210]"
"200 - 170 - 170","200","170","170","nastiness","[200, 170, 170]"
"70 - 100 - 90","70","100","90","blue gray","[70, 100, 90]"
"30 - 90 - 210","30","90","210","dusk blue","[30, 90, 210]"
"190 - 220 - 210","190","220","210","baby blue","[190, 220, 210]"
"50 - 80 - 100","50","80","100","gray blue","[50, 80, 100]"
"200 - 160 - 180","200","160","180","dull pink","[200, 160, 180]"
"150 - 200 - 180","150","200","180","pale blue","[150, 200, 180]"
"50 - 80 - 100","50","80","100","dark blue","[50, 80, 100]"
"200 - 100 - 70","200","100","70","light red","[200, 100, 70]"
"120 - 80 - 40","120","80","40","ups brown","[120, 80, 40]"
"160 - 0 - 80","160","0","80","dark pink","[160, 0, 80]"
"50 - 80 - 100","50","80","100","navy blue","[50, 80, 100]"
"150 - 200 - 180","150","200","180","gray teal","[150, 200, 180]"
"130 - 130 - 130","130","130","130","wolf grey","[130, 130, 130]"
"70 - 100 - 90","70","100","90","blue gray","[70, 100, 90]"
"50 - 80 - 100","50","80","100","turquoise","[50, 80, 100]"
"70 - 100 - 90","70","100","90","blue/grey","[70, 100, 90]"
"190 - 220 - 210","190","220","210","pale blue","[190, 220, 210]"
"70 - 100 - 90","70","100","90","blue grey","[70, 100, 90]"
"200 - 100 - 70","200","100","70","cold rose","[200, 100, 70]"
"190 - 220 - 210","190","220","210","pale blue","[190, 220, 210]"
"130 - 130 - 130","130","130","130","dark gray","[130, 130, 130]"
"220 - 240 - 150","220","240","150","off white","[220, 240, 150]"
"190 - 220 - 210","190","220","210","pale cyan","[190, 220, 210]"
"190 - 220 - 210","190","220","210","pale blue","[190, 220, 210]"
"170 - 160 - 40","170","160","40","dark gold","[170, 160, 40]"
"150 - 200 - 180","150","200","180","dull cyan","[150, 200, 180]"
"150 - 200 - 180","150","200","180","turquoise","[150, 200, 180]"
"200 - 170 - 170","200","170","170","pale pink","[200, 170, 170]"
"160 - 180 - 20","160","180","20","chartruse","[160, 180, 20]"
"150 - 200 - 180","150","200","180","gray blue","[150, 200, 180]"
"160 - 180 - 20","160","180","20","deep lime","[160, 180, 20]"
"100 - 60 - 20","100","60","20","chocolate","[100, 60, 20]"
"70 - 100 - 90","70","100","90","blue gray","[70, 100, 90]"
"160 - 180 - 20","160","180","20","pea green","[160, 180, 20]"
"50 - 80 - 100","50","80","100","blue grey","[50, 80, 100]"
"10 - 90 - 210","10","90","210","neon blue","[10, 90, 210]"
"160 - 0 - 80","160","0","80","raspberry","[160, 0, 80]"
"130 - 130 - 130","130","130","130","blue grey","[130, 130, 130]"
"120 - 80 - 40","120","80","40","ups brown","[120, 80, 40]"
"190 - 220 - 210","190","220","210","grey blue","[190, 220, 210]"
"70 - 100 - 90","70","100","90","clay gray","[70, 100, 90]"
"50 - 80 - 100","50","80","100","gray blue","[50, 80, 100]"
"50 - 80 - 100","50","80","100","dark teal","[50, 80, 100]"
"50 - 80 - 100","50","80","100","jean blue","[50, 80, 100]"
"160 - 180 - 20","160","180","20","gal green","[160, 180, 20]"
"200 - 100 - 70","200","100","70","red brown","[200, 100, 70]"
"190 - 220 - 210","190","220","210","blue gray","[190, 220, 210]"
"190 - 220 - 210","190","220","210","dove gray","[190, 220, 210]"
"150 - 200 - 180","150","200","180","pale cyan","[150, 200, 180]"
"170 - 160 - 40","170","160","40","goldenrod","[170, 160, 40]"
"250 - 120 - 30","250","120","30","tangerine","[250, 120, 30]"
"160 - 0 - 80","160","0","80","dark pink","[160, 0, 80]"
"220 - 240 - 150","220","240","150","blondwood","[220, 240, 150]"
"70 - 100 - 90","70","100","90","teal grey","[70, 100, 90]"
"190 - 220 - 210","190","220","210","blue gray","[190, 220, 210]"
"70 - 100 - 90","70","100","90","dark grey","[70, 100, 90]"
"200 - 170 - 170","200","170","170","grey pink","[200, 170, 170]"
"50 - 80 - 100","50","80","100","blue grey","[50, 80, 100]"
"160 - 180 - 20","160","180","20","evergreen","[160, 180, 20]"
"150 - 200 - 180","150","200","180","bluegreen","[150, 200, 180]"
"160 - 180 - 20","160","180","20","pea green","[160, 180, 20]"
"70 - 100 - 90","70","100","90","grey/teal","[70, 100, 90]"
"50 - 80 - 100","50","80","100","blue/grey","[50, 80, 100]"
"170 - 160 - 40","170","160","40","pea green","[170, 160, 40]"
"150 - 200 - 180","150","200","180","turquoise","[150, 200, 180]"
"170 - 160 - 40","170","160","40","baby poop","[170, 160, 40]"
"200 - 100 - 70","200","100","70","red brown","[200, 100, 70]"
"170 - 160 - 40","170","160","40","blandgold","[170, 160, 40]"
"50 - 80 - 100","50","80","100","dark teal","[50, 80, 100]"
"190 - 220 - 210","190","220","210","pale blue","[190, 220, 210]"
"160 - 180 - 20","160","180","20","pipe bomb","[160, 180, 20]"
"100 - 60 - 20","100","60","20","chocolate","[100, 60, 20]"
"110 - 100 - 10","110","100","10","dark gold","[110, 100, 10]"
"190 - 220 - 210","190","220","210","blue grey","[190, 220, 210]"
"190 - 220 - 210","190","220","210","pale blue","[190, 220, 210]"
"170 - 160 - 40","170","160","40","dark gold","[170, 160, 40]"
"110 - 100 - 10","110","100","10","mud brown","[110, 100, 10]"
"200 - 170 - 170","200","170","170","pale pink","[200, 170, 170]"
"150 - 200 - 180","150","200","180","sage gray","[150, 200, 180]"
"150 - 200 - 180","150","200","180","grey blue","[150, 200, 180]"
"190 - 220 - 210","190","220","210","pale blue","[190, 220, 210]"
"50 - 80 - 100","50","80","100","dark teal","[50, 80, 100]"
"150 - 200 - 180","150","200","180","eton blue","[150, 200, 180]"
"50 - 80 - 100","50","80","100","gray blue","[50, 80, 100]"
"110 - 100 - 10","110","100","10","dark gold","[110, 100, 10]"
"50 - 80 - 100","50","80","100","dark teal","[50, 80, 100]"
"200 - 160 - 180","200","160","180","pink shit","[200, 160, 180]"
"50 - 80 - 100","50","80","100","dark blue","[50, 80, 100]"
"50 - 80 - 100","50","80","100","dark blue","[50, 80, 100]"
"130 - 30 - 180","130","30","180","raspberry","[130, 30, 180]"
"50 - 80 - 100","50","80","100","dark blue","[50, 80, 100]"
"200 - 170 - 170","200","170","170","dark pink","[200, 170, 170]"
"200 - 100 - 70","200","100","70","dark pink","[200, 100, 70]"
"170 - 160 - 40","170","160","40","pea green","[170, 160, 40]"
"150 - 200 - 180","150","200","180","pale navy","[150, 200, 180]"
"100 - 60 - 20","100","60","20","chocolate","[100, 60, 20]"
"200 - 170 - 170","200","170","170","pink gray","[200, 170, 170]"
"170 - 160 - 40","170","160","40","dark gold","[170, 160, 40]"
"160 - 180 - 20","160","180","20","more ugly","[160, 180, 20]"
"170 - 160 - 40","170","160","40","dark sand","[170, 160, 40]"
"250 - 120 - 30","250","120","30","tangerine","[250, 120, 30]"
"160 - 180 - 20","160","180","20","yellowish","[160, 180, 20]"
"50 - 80 - 100","50","80","100","dark teal","[50, 80, 100]"
"160 - 180 - 20","160","180","20","pea green","[160, 180, 20]"
"200 - 170 - 170","200","170","170","grey pink","[200, 170, 170]"
"170 - 160 - 40","170","160","40","dark gold","[170, 160, 40]"
"150 - 200 - 180","150","200","180","pale teal","[150, 200, 180]"
"200 - 100 - 70","200","100","70","dark ecru","[200, 100, 70]"
"220 - 240 - 150","220","240","150","yellowish","[220, 240, 150]"
"190 - 220 - 210","190","220","210","blue grey","[190, 220, 210]"
"170 - 160 - 40","170","160","40","chartruse","[170, 160, 40]"
"50 - 80 - 100","50","80","100","dark blue","[50, 80, 100]"
"160 - 0 - 80","160","0","80","dark pink","[160, 0, 80]"
"130 - 130 - 130","130","130","130","dark grey","[130, 130, 130]"
"110 - 100 - 10","110","100","10","poo brown","[110, 100, 10]"
"30 - 90 - 210","30","90","210","real blue","[30, 90, 210]"
"120 - 80 - 40","120","80","40","chocolate","[120, 80, 40]"
"160 - 0 - 80","160","0","80","dark pink","[160, 0, 80]"
"130 - 130 - 130","130","130","130","dark grey","[130, 130, 130]"
"250 - 120 - 30","250","120","30","goldenrod","[250, 120, 30]"
"150 - 200 - 180","150","200","180","torquiose","[150, 200, 180]"
"200 - 160 - 180","200","160","180","pale pink","[200, 160, 180]"
"70 - 100 - 90","70","100","90","seal grey","[70, 100, 90]"
"50 - 80 - 100","50","80","100","navy blue","[50, 80, 100]"
"50 - 80 - 100","50","80","100","dark blue","[50, 80, 100]"
"50 - 80 - 100","50","80","100","navy blue","[50, 80, 100]"
"70 - 100 - 90","70","100","90","dark gray","[70, 100, 90]"
"70 - 100 - 90","70","100","90","pea grean","[70, 100, 90]"
"70 - 100 - 90","70","100","90","sea green","[70, 100, 90]"
"70 - 100 - 90","70","100","90","dark grey","[70, 100, 90]"
"70 - 100 - 90","70","100","90","dark sage","[70, 100, 90]"
"200 - 160 - 180","200","160","180","off white","[200, 160, 180]"
"50 - 80 - 100","50","80","100","blue gray","[50, 80, 100]"
"70 - 100 - 90","70","100","90","blue gray","[70, 100, 90]"
"200 - 170 - 170","200","170","170","lavender","[200, 170, 170]"
"160 - 0 - 80","160","0","80","amaretti","[160, 0, 80]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"200 - 100 - 70","200","100","70","pale red","[200, 100, 70]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"70 - 100 - 90","70","100","90","charcoal","[70, 100, 90]"
"220 - 240 - 150","220","240","150","magnolia","[220, 240, 150]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"190 - 220 - 210","190","220","210","sea blue","[190, 220, 210]"
"220 - 20 - 0","220","20","0","deep red","[220, 20, 0]"
"190 - 220 - 210","190","220","210","concrete","[190, 220, 210]"
"30 - 90 - 210","30","90","210","sea blue","[30, 90, 210]"
"240 - 0 - 10","240","0","10","deep red","[240, 0, 10]"
"160 - 0 - 80","160","0","80","wine red","[160, 0, 80]"
"160 - 0 - 80","160","0","80","hot pink","[160, 0, 80]"
"150 - 200 - 180","150","200","180","ice blue","[150, 200, 180]"
"130 - 30 - 180","130","30","180","lavender","[130, 30, 180]"
"200 - 100 - 70","200","100","70","burgundy","[200, 100, 70]"
"200 - 170 - 170","200","170","170","lavender","[200, 170, 170]"
"70 - 100 - 90","70","100","90","turcoise","[70, 100, 90]"
"190 - 220 - 210","190","220","210","bluegrey","[190, 220, 210]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"200 - 170 - 170","200","170","170","lavender","[200, 170, 170]"
"200 - 100 - 70","200","100","70","mars red","[200, 100, 70]"
"120 - 80 - 40","120","80","40","chestnut","[120, 80, 40]"
"10 - 90 - 210","10","90","210","sky blue","[10, 90, 210]"
"190 - 220 - 210","190","220","210","sky blue","[190, 220, 210]"
"200 - 170 - 170","200","170","170","pig skin","[200, 170, 170]"
"150 - 200 - 180","150","200","180","sky blue","[150, 200, 180]"
"150 - 200 - 180","150","200","180","pea soup","[150, 200, 180]"
"70 - 100 - 90","70","100","90","odd blue","[70, 100, 90]"
"200 - 170 - 170","200","170","170","lavender","[200, 170, 170]"
"150 - 200 - 180","150","200","180","sky blue","[150, 200, 180]"
"160 - 0 - 80","160","0","80","burgundy","[160, 0, 80]"
"200 - 160 - 180","200","160","180","red pink","[200, 160, 180]"
"10 - 90 - 210","10","90","210","mid blue","[10, 90, 210]"
"200 - 170 - 170","200","170","170","lavender","[200, 170, 170]"
"190 - 220 - 210","190","220","210","icy blue","[190, 220, 210]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"160 - 0 - 80","160","0","80","burgendy","[160, 0, 80]"
"200 - 160 - 180","200","160","180","off pink","[200, 160, 180]"
"200 - 100 - 70","200","100","70","sherbert","[200, 100, 70]"
"200 - 170 - 170","200","170","170","pale red","[200, 170, 170]"
"10 - 90 - 210","10","90","210","cerulean","[10, 90, 210]"
"200 - 170 - 170","200","170","170","lavender","[200, 170, 170]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"110 - 100 - 10","110","100","10","brownish","[110, 100, 10]"
"200 - 160 - 180","200","160","180","lavendar","[200, 160, 180]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"190 - 220 - 210","190","220","210","torquois","[190, 220, 210]"
"200 - 170 - 170","200","170","170","lavender","[200, 170, 170]"
"190 - 220 - 210","190","220","210","sky blue","[190, 220, 210]"
"200 - 100 - 70","200","100","70","redbrown","[200, 100, 70]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"200 - 170 - 170","200","170","170","lavender","[200, 170, 170]"
"150 - 200 - 180","150","200","180","sky blue","[150, 200, 180]"
"200 - 170 - 170","200","170","170","lavendar","[200, 170, 170]"
"190 - 220 - 210","190","220","210","sky blue","[190, 220, 210]"
"100 - 60 - 20","100","60","20","chestmut","[100, 60, 20]"
"30 - 90 - 210","30","90","210","sky blue","[30, 90, 210]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"160 - 0 - 80","160","0","80","dark red","[160, 0, 80]"
"110 - 100 - 10","110","100","10","tree sap","[110, 100, 10]"
"200 - 100 - 70","200","100","70","chestnut","[200, 100, 70]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"160 - 0 - 80","160","0","80","dark red","[160, 0, 80]"
"200 - 170 - 170","200","170","170","brownish","[200, 170, 170]"
"120 - 80 - 40","120","80","40","diarrhea","[120, 80, 40]"
"30 - 90 - 210","30","90","210","sky blue","[30, 90, 210]"
"240 - 0 - 10","240","0","10","neon red","[240, 0, 10]"
"160 - 0 - 80","160","0","80","burgandy","[160, 0, 80]"
"200 - 160 - 180","200","160","180","lavendar","[200, 160, 180]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"160 - 180 - 20","160","180","20","pea soup","[160, 180, 20]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"50 - 80 - 100","50","80","100","sea foam","[50, 80, 100]"
"150 - 200 - 180","150","200","180","cerulean","[150, 200, 180]"
"200 - 100 - 70","200","100","70","brownish","[200, 100, 70]"
"130 - 130 - 130","130","130","130","50% grey","[130, 130, 130]"
"200 - 160 - 180","200","160","180","lavendar","[200, 160, 180]"
"200 - 160 - 180","200","160","180","gray red","[200, 160, 180]"
"190 - 220 - 210","190","220","210","sky blue","[190, 220, 210]"
"10 - 90 - 210","10","90","210","sapphire","[10, 90, 210]"
"160 - 0 - 80","160","0","80","rose red","[160, 0, 80]"
"160 - 0 - 80","160","0","80","burgundy","[160, 0, 80]"
"130 - 130 - 130","130","130","130","lavender","[130, 130, 130]"
"200 - 100 - 70","200","100","70","lava red","[200, 100, 70]"
"160 - 0 - 80","160","0","80","hot pink","[160, 0, 80]"
"190 - 220 - 210","190","220","210","sky blue","[190, 220, 210]"
"160 - 180 - 20","160","180","20","greenish","[160, 180, 20]"
"160 - 0 - 80","160","0","80","burgundy","[160, 0, 80]"
"160 - 0 - 80","160","0","80","dull red","[160, 0, 80]"
"200 - 160 - 180","200","160","180","lavender","[200, 160, 180]"
"250 - 120 - 30","250","120","30","pumpkin","[250, 120, 30]"
"160 - 0 - 80","160","0","80","fuschia","[160, 0, 80]"
"160 - 0 - 80","160","0","80","magenta","[160, 0, 80]"
"160 - 0 - 80","160","0","80","magenta","[160, 0, 80]"
"160 - 0 - 80","160","0","80","magenta","[160, 0, 80]"
"170 - 160 - 40","170","160","40","mustard","[170, 160, 40]"
"160 - 0 - 80","160","0","80","marooon","[160, 0, 80]"
"200 - 170 - 170","200","170","170","cottage","[200, 170, 170]"
"170 - 160 - 40","170","160","40","muddled","[170, 160, 40]"
"170 - 160 - 40","170","160","40","mustard","[170, 160, 40]"
"160 - 180 - 20","160","180","20","mustard","[160, 180, 20]"
"170 - 160 - 40","170","160","40","mustard","[170, 160, 40]"
"200 - 100 - 70","200","100","70","unknown","[200, 100, 70]"
"200 - 160 - 180","200","160","180","i dunno","[200, 160, 180]"
"160 - 0 - 80","160","0","80","magenta","[160, 0, 80]"
"250 - 120 - 30","250","120","30","organge","[250, 120, 30]"
"200 - 100 - 70","200","100","70","pumpkin","[200, 100, 70]"
"170 - 160 - 40","170","160","40","mustard","[170, 160, 40]"
"220 - 20 - 0","220","20","0","scarlet","[220, 20, 0]"
"170 - 160 - 40","170","160","40","mustard","[170, 160, 40]"
"160 - 180 - 20","160","180","20","mustard","[160, 180, 20]"
"160 - 0 - 80","160","0","80","magenta","[160, 0, 80]"
"160 - 0 - 80","160","0","80","magenta","[160, 0, 80]"
"150 - 200 - 180","150","200","180","seafoam","[150, 200, 180]"
"200 - 160 - 180","200","160","180","pinkish","[200, 160, 180]"
"220 - 240 - 150","220","240","150","spackle","[220, 240, 150]"
"170 - 160 - 40","170","160","40","bownish","[170, 160, 40]"
"160 - 180 - 20","160","180","20","mustard","[160, 180, 20]"
"170 - 160 - 40","170","160","40","mustard","[170, 160, 40]"
"160 - 0 - 80","160","0","80","magenta","[160, 0, 80]"
"130 - 30 - 180","130","30","180","purpule","[130, 30, 180]"
"160 - 0 - 80","160","0","80","magenta","[160, 0, 80]"
"160 - 0 - 80","160","0","80","magenta","[160, 0, 80]"
"190 - 220 - 210","190","220","210","no idae","[190, 220, 210]"
"160 - 0 - 80","160","0","80","fuschia","[160, 0, 80]"
"170 - 160 - 40","170","160","40","mustard","[170, 160, 40]"
"160 - 0 - 80","160","0","80","fuschia","[160, 0, 80]"
"170 - 160 - 40","170","160","40","mustard","[170, 160, 40]"
"150 - 200 - 180","150","200","180","seafoam","[150, 200, 180]"
"160 - 0 - 80","160","0","80","magenta","[160, 0, 80]"
"160 - 0 - 80","160","0","80","magenta","[160, 0, 80]"
"200 - 160 - 180","200","160","180","magenta","[200, 160, 180]"
"160 - 0 - 80","160","0","80","magenta","[160, 0, 80]"
"170 - 160 - 40","170","160","40","mustard","[170, 160, 40]"
"250 - 120 - 30","250","120","30","orange","[250, 120, 30]"
"160 - 0 - 80","160","0","80","magenta","[160, 0, 80]"
"160 - 0 - 80","160","0","80","violetr","[160, 0, 80]"
"160 - 180 - 20","160","180","20","mustard","[160, 180, 20]"
"170 - 160 - 40","170","160","40","mustard","[170, 160, 40]"
"240 - 0 - 10","240","0","10","scarlet","[240, 0, 10]"
"220 - 20 - 0","220","20","0","scarlet","[220, 20, 0]"
"170 - 160 - 40","170","160","40","mustard","[170, 160, 40]"
"220 - 240 - 150","220","240","150","avocado","[220, 240, 150]"
"250 - 120 - 30","250","120","30","orange","[250, 120, 30]"
"160 - 0 - 80","160","0","80","magenta","[160, 0, 80]"
